canonical_name,benchmark_score,tier
AMD PRO A6-8500B,1704,B
AMD Opteron 1356,1703,B
HiSilicon Kirin 659,1703,B
AMD PRO A4-3350B APU,1702,B
AMD Phenom 9650 Quad-Core,1699,B
AMD Phenom FX-5200 Quad-Core,1699,B
Intel Pentium 4425Y,1697,B
Intel Core i3-560,1696,B
Intel Atom x6211E,1695,B
Intel Celeron 4305U,1694,B
Intel Celeron 3965U,1692,B
Intel Pentium G2100T,1691,B
Intel Celeron J4025,1688,B
MT6765V/WB,1688,B
Intel Core i7-2617M,1687,B
AMD A4-6250J APU,1685,B
Intel Pentium G2020,1684,B
Intel Core i5-520M,1683,B
AMD Phenom 9850 Quad-Core,1680,C
AMD PRO A6-7350B,1679,C
Intel Xeon L5335,1678,C
AMD A9-9430,1676,C
Intel Celeron 6305E,1675,C
AMD Athlon II X3 435,1670,C
Intel Celeron G1820,1670,C
AMD Phenom II X920 Quad-Core,1669,C
AMD A6-6310 APU,1666,C
Intel Xeon E5405,1664,C
Samsung Exynos 7880,1664,C
AMD A4-7210 APU,1663,C
MediaTek MT6765V/CB,1663,C
Samsung Exynos 7885,1663,C
AMD PRO A6-9500E,1662,C
Intel Core i7-720QM,1661,C
MediaTek MT6765V/CA,1659,C
Samsung Exynos 7904,1657,C
Intel Core i3-4030Y,1654,C
"Qualcomm Technologies, Inc MSM8953",1654,C
AMD A6-5200 APU,1653,C
HiSilicon Kirin 650,1653,C
AMD A4 PRO-3340B,1652,C
AMD Phenom X4 Quad-Core GP-9600,1649,C
AMD A6-3600 APU,1649,C
MT6757W,1648,C
Intel Core i3-4010U,1647,C
AMD Phenom II N970 Quad-Core,1647,C
AMD A8-7100 APU,1644,C
AMD A6 PRO-7400B,1641,C
Intel Core i3-3120M,1641,C
Rockchip RK,1641,C
AMD A10-4655M APU,1637,C
AMD Phenom 9550 Quad-Core,1636,C
AMD Opteron 2373 EE,1635,C
Nvidia Tegra T210,1635,C
Intel Core i3-4005U,1634,C
Intel Core i3-2100T,1634,C
Snapdragon 888,1630,C
AMD Embedded R-Series RX-216GD,1628,C
AMD A8-4500M APU,1624,C
Intel Pentium G3320TE,1623,C
AMD Opteron 1354,1620,C
AMD Phenom 9600 Quad-Core,1619,C
Intel Core i5 E 520,1619,C
AMD A6-6400B APU,1616,C
MediaTek MT6797,1616,C
Intel Celeron G1820T,1614,C
Intel Pentium G2120T,1613,C
MediaTek MT6757CD,1612,C
Samsung Exynos 7420,1612,C
Intel Celeron N4000C,1611,C
AMD A8-5545M APU,1611,C
Intel Core i3-3110M,1609,C
Intel Celeron 2000E,1607,C
MT6765V/WA,1606,C
Unisoc T310,1606,C
AMD A6-8550,1604,C
MT6757WD,1602,C
Intel Pentium 4415Y,1600,C
AMD Phenom FX-5000 Quad-Core,1599,C
Intel Xeon X3210,1599,C
MT6755V/W,1596,C
Intel Core i5-4220Y,1591,C
Qualcomm MSM8953,1589,C
Intel Core i3-550,1588,C
AMD A6-7400K APU,1587,C
ARM Neoverse-N1 2 Core 0 MHz,1583,C
Intel Celeron J4005,1581,C
AMD A8-3550MX APU,1579,C
ARM phytium FT1500a 4 Core 2000 MHz,1579,C
AMD Athlon II X3 425,1576,C
Intel Celeron G1840T,1576,C
Intel Celeron N4020,1570,C
AMD A8-3530MX APU,1570,C
Intel Core i5-3339Y,1569,C
ZHAOXIN KaiXian KX-6640MA@2.2+GHz,1566,C
AMD Phenom X2 Dual-Core GE-5060,1566,C
Intel Pentium G3220T,1564,C
AMD A4-6320 APU,1563,C
AMD Embedded G-Series GX-420GI Radeon R7E,1561,C
AMD Phenom II X3 B75,1560,C
Intel Celeron G1830,1560,C
Intel Core i5-4200Y,1558,C
AMD Phenom II N930 Quad-Core,1558,C
AMD Athlon II X3 420e,1557,C
AMD A8 PRO-7150B APU,1557,C
AMD Phenom II X3 710,1554,C
Intel Pentium 3560M,1552,C
AMD PRO A4-8350B,1552,C
AMD A6-6420B APU,1550,C
Intel Xeon E5335,1549,C
ZHAOXIN KaiXian ZX-C+ C4700,1547,C
AMD A4 PRO-7350B,1544,C
Intel Pentium G2010,1541,C
AMD Phenom II X3 B73,1538,C
AMD A6-6420K APU,1538,C
Intel Core i5-4210Y,1537,C
Intel Pentium G2030T,1535,C
Apple A8,1531,C
Qualcomm MSM8996PRO-AB,1530,C
AMD E2-7110 APU,1529,C
Intel Xeon E5504,1529,C
"Qualcomm Technologies, Inc APQ8096",1529,C
AMD Opteron X3216 APU,1525,C
AMD A9-9425,1524,C
Intel Xeon X5270,1524,C
AMD Phenom 9750B Quad-Core,1520,C
Intel Pentium 4405Y,1518,C
Intel Core i3-540,1516,C
AMD Athlon X3 425,1516,C
AMD A9-9420,1515,C
"Qualcomm Technologies, Inc MSM8976",1513,C
AMD Phenom 9500 Quad-Core,1512,C
AMD Opteron 2354,1509,C
Intel Celeron G1620T,1507,C
AMD Phenom II X4 900e,1505,C
AMD A9-9410,1504,C
AMD Athlon X2 370K Dual Core,1504,C
AMD Phenom 9350e Quad-Core,1501,C
Intel Celeron 2970M,1501,C
AMD PRO A6-8530B,1498,C
Intel Pentium G870,1495,C
MT6763V/B,1495,C
AMD A4-7300 APU,1492,C
Intel Celeron 3955U,1490,C
AMD PRO A6-8570E,1489,C
Intel Celeron 3867U,1488,C
Intel Core i3-2120T,1486,C
MediaTek MT8768WA,1482,C
AMD A4 PRO-7300B APU,1481,C
Intel Core2 Quad Q9000,1480,C
Intel Core i5-4300Y,1479,C
MediaTek MT6757V,1479,C
Intel Celeron G1610,1478,C
Intel Core m5-7Y54,1475,C
Pentium Dual-Core E6000,1472,C
AMD A4-6210 APU,1471,C
Intel Xeon E7320,1469,C
Intel Core i7-640LM,1469,C
AMD Phenom II X3 720,1466,C
AMD A6-8500P,1466,C
Intel Celeron G1620,1466,C
Intel Pentium J3710,1465,C
AMD Opteron 1352,1464,C
AMD Phenom II N950 Quad-Core,1460,C
AMD A8-3510MX APU,1457,C
MT6763V/CT,1457,C
AMD Phenom 9450e Quad-Core,1455,C
MediaTek MT6763V/V,1454,C
AMD A6-6400K APU,1453,C
AMD PRO A6-9500B,1453,C
Intel Xeon E5320,1451,C
Intel Xeon X5272,1451,C
Intel Core i3-530,1449,C
AMD A6-3430MX APU,1448,C
Intel Xeon E5240,1448,C
Intel Core i3-4020Y,1447,C
"Qualcomm Technologies, Inc MSM8996pro",1446,C
Intel Core i5-2467M,1445,C
Intel Pentium 4410Y,1444,C
AMD Athlon II X3 415e,1441,C
AMD Athlon X3 440,1438,C
MediaTek MT6762V/WR,1438,C
"Qualcomm Technologies, Inc APQ8076",1438,C
Intel Pentium G860,1437,C
AMD A4-6300 APU,1431,C
AMD Phenom II X3 700e,1430,C
MediaTek MT6762V/WD,1430,C
Intel Xeon E3113,1429,C
AMD A6-5400B APU,1428,C
AMD Phenom II X2 560,1426,C
"Qualcomm Technologies, Inc. MSM8940-PMI8940 MTP",1426,C
AMD Phenom II X3 740,1424,C
ASUS Tinker Board 2/2S,1423,C
Intel Atom C2550,1422,C
Intel Core i7-620LM,1422,C
Hisilicon Kirin 930,1415,C
AMD Phenom 9150e Quad-Core,1414,C
Intel Celeron 5205U,1414,C
AMD Phenom II P960 Quad-Core,1412,C
Intel Atom C2558,1410,C
MediaTek MT6765G,1410,C
Intel Core i7-2610UE,1409,C
Intel Core2 Duo E8290,1408,C
Intel Xeon E3-1220L v3,1407,C
Intel Celeron 1020E,1406,C
AMD Phenom II X2 565,1405,C
MT6755V/B,1404,C
Intel Pentium G6951,1401,C
Intel Celeron N4000,1399,C
AMD A8-3520M APU,1398,C
AMD Phenom II X2 B59,1392,C
AMD Phenom 8600B Triple-Core,1390,C
AMD A9-9400,1390,C
AMD Athlon 5150 APU,1389,C
MT6755V/WS,1389,C
"Qualcomm Technologies, Inc SDA450",1388,C
AMD GX-415GA SOC,1386,C
Intel Xeon L5310,1385,C
AMD E1-6050J APU,1385,C
AMD A6-3500 APU,1382,C
MT8176,1380,C
Intel Pentium G850,1373,C
Intel Pentium 2020M,1367,C
Intel Pentium N3710,1364,C
Intel Core i3-3217UE,1362,C
Intel Core2 Duo E8600,1362,C
AMD Phenom II X2 570,1360,C
AMD Athlon II X2 280,1355,C
MediaTek MT6762V/WA,1355,C
Intel Pentium 2030M,1353,C
Intel Pentium G645,1353,C
Intel Core i3-2332M,1353,C
Intel Core i3-4010Y,1350,C
AMD A4-5300 APU,1349,C
Intel Atom x7-Z8750,1349,C
AMD A4-5100 APU,1346,C
AMD A10 Micro-6700T APU,1345,C
"Qualcomm Technologies, Inc MSM8956",1345,C
AMD Phenom 8750 Triple-Core,1343,C
Intel Celeron 4205U,1341,C
Intel Pentium 3825U,1340,C
MediaTek MT6762V/CB,1340,C
Intel Xeon L3110,1338,C
Intel Pentium G2020T,1337,C
Intel Xeon L5240,1337,C
AMD A6-9225,1336,C
Intel Core i3-2370M,1336,C
Intel Celeron G1610T,1334,C
AMD Athlon II X3 405e,1331,C
Intel Xeon E3120,1330,C
AMD A4-5050 APU,1328,C
AMD A4-6300B APU,1328,C
AMD Athlon X2 280,1327,C
Intel Core i5 750S,1326,C
VIA QuadCore C4650,1323,C
AMD Athlon II X3 400e,1320,C
Samsung Exynos 7884,1320,C
AMD Phenom II P940 Quad-Core,1319,C
Intel Atom x7-Z8700,1318,C
MT6750V/C,1318,C
AMD Opteron 2393 SE,1317,C
AMD Athlon X2 340 Dual Core,1315,C
MT6763V/WT,1313,C
Intel Core i5-480M,1312,C
ARM Cortex-A73 6 Core 1992 MHz,1311,C
ARM Cortex-A57 4 Core 2091 MHz,1311,C
Intel Core i5-4202Y,1309,C
Intel Pentium 3550M,1309,C
AMD Phenom II X2 555,1308,C
AMD A8-3500M APU,1308,C
AMD A8-4555M APU,1307,C
Qualcomm MSM8996,1307,C
Intel Xeon E5310,1306,C
Unisoc SC9863a,1306,C
MediaTek MT6762V/WB,1303,C
"Qualcomm Technologies, Inc MSM8996",1302,C
"Qualcomm Technologies, Inc SDM439",1302,C
AMD Phenom X4 Quad-Core GP-9500,1297,C
Intel Pentium G6960,1293,C
Hisilicon Kirin 935,1291,C
AMD A4-5000 APU,1289,C
Intel Pentium N3700,1288,C
AMD A6-9220,1287,C
AMD Phenom 8850B Triple-Core,1281,C
AMD Phenom 9100e Quad-Core,1279,C
AMD Phenom II X2 521,1279,C
Intel Core i5-460M,1279,C
AMD A6-5400K APU,1279,C
AMD A6-9230,1279,C
Unisoc UIS8581E,1279,C
AMD Sempron 240,1278,C
MT6755,1278,C
Intel Pentium G630,1277,C
Intel Celeron 1020M,1275,C
Intel Core i7-660UM,1272,C
AMD Embedded G-Series GX-224IJ Radeon R4E,1271,C
Intel Pentium G640,1270,C
Intel Celeron G555,1268,C
Intel Celeron 3865U,1266,C
Intel Pentium A1020,1265,C
Intel Core i3-2350M,1263,C
AMD A6-3420M APU,1262,C
AMD Phenom II X620 Dual-Core,1262,C
Intel Core i3-330E,1260,C
AMD A6-5357M APU,1260,C
AMD A6-9210,1260,C
Intel Core i3-2348M,1259,C
AMD Phenom II N850 Triple-Core,1253,C
Intel Celeron 3765U,1252,C
Intel Core i3-3227U,1248,C
Intel Pentium J2900,1246,C
Intel Atom C3338,1245,C
Intel Xeon E3110,1242,C
Intel Core2 Duo E8435,1240,C
Intel Xeon X5260,1238,C
Intel Core2 Duo E8500,1238,C
Intel Atom x5-Z8500,1238,C
Intel Celeron 3855U,1237,C
Intel Celeron 2950M,1237,C
Intel Core i3-2330M,1235,C
AMD Athlon II X2 270,1234,C
Snapdragon 898,1234,C
AMD Athlon II X2 265,1233,C
Intel Core2 Duo T9900,1232,C
BCM2835,1231,C
AMD A4-9120,1230,C
Intel Core i3-4012Y,1229,C
MT6755M,1229,C
AMD Phenom X4 Quad-Core GP-9530,1228,C
Intel Celeron J3160,1227,C
AMD A6-3400M APU,1226,C
AMD A4-4020 APU,1225,C
AMD Athlon II X2 B26,1224,C
AMD Phenom II X3 705e,1222,C
Intel Core i3-2328M,1221,C
AMD A4-5300B APU,1220,C
MT6755V/BM,1219,C
Intel Pentium N3540,1216,C
AMD R-272F APU,1215,C
Qualcomm MSM8992,1215,C
AMD Phenom 8450 Triple-Core,1214,C
AMD Phenom II P860 Triple-Core,1214,C
AMD A4-9125,1212,C
Intel Core i5-430M,1211,C
AMD Phenom 8600 Triple-Core,1210,C
Intel Core i5-450M,1208,C
Intel Pentium G620,1207,C
AMD Phenom 8650 Triple-Core,1205,C
"Qualcomm Technologies, Inc SDM450",1204,C
Intel Celeron G550,1200,C
Intel Atom x5-Z8550,1200,C
AMD A6-3410MX APU,1199,C
AMD Opteron 2222,1198,C
Intel Celeron N3150,1197,C
Intel Pentium N3530,1197,C
ROC-RK3568-PC HDMI (Android),1197,C
Intel Celeron J3355,1195,C
Intel Core i3-2310M,1193,C
ARM Cortex-A72 6 Core 1512 MHz,1192,C
AMD A4-4000 APU,1190,C
Rockchip RK3568 EVB1 DDR4 V10 Board,1189,C
AMD Phenom 8750B Triple-Core,1188,C
Intel Core i3-3217U,1188,C
Intel Core2 Duo E8335,1187,C
AMD R-460L APU,1183,C
Intel Celeron 3755U,1182,C
Intel Celeron 3965Y,1179,C
Intel Core i3-390M,1178,C
AMD Athlon II X2 B28,1177,C
Intel Pentium G840,1175,C
Intel Celeron G540T,1174,C
Intel Xeon Gold 6133,1172,C
MT6755V/CM,1172,C
ARM Cortex-A57 4 Core 1734 MHz,1172,C
AMD Phenom II X2 550,1169,C
Intel Core2 Duo E8400,1169,C
Intel Pentium E6800,1166,C
Intel Atom Z3795,1166,C
Intel Pentium E5800,1165,C
Intel Core i3-380M,1165,C
AMD Phenom II X640 Dual-Core,1165,C
Intel Pentium G645T,1164,C
AMD Phenom II X2 511,1163,C
AMD Athlon II X2 255,1163,C
Intel Core2 Duo T9800,1163,C
Intel Core2 Duo E7600,1161,C
MT6757WH,1161,C
AMD A6-5350M APU,1160,C
AMD Phenom II P920 Quad-Core,1160,C
AMD A6-9220C,1159,C
MTK6757,1158,C
AMD Athlon II X2 250e,1155,C
AMD QC-4000,1155,C
Intel Celeron N3160,1154,C
AMD Sempron 3850 APU,1153,C
ARM Cortex-A57 4 Core 2014 MHz,1153,C
Intel Pentium E6700,1152,C
AMD Phenom II X2 B55,1151,C
Intel Core i5-2537M,1150,C
MediaTek MT6753T,1149,C
Intel Pentium 3805U,1148,C
AMD A6 Micro-6500T APU,1146,C
Intel Celeron 3215U,1144,C
AMD Phenom 8850 Triple-Core,1142,C
Intel Xeon W3505,1142,C
Intel Core2 Duo E6850,1140,C
Intel Pentium G640T,1139,C
Intel Core2 Extreme X9100,1139,C
AMD Phenom II N870 Triple-Core,1139,C
Intel Core2 Extreme X7800,1138,C
Intel Core i3-2312M,1138,C
Intel Celeron J1900,1137,C
AMD Phenom II N830 Triple-Core,1137,C
Intel Core2 Extreme X9000,1135,C
AMD A9-9420e,1135,C
AMD Phenom 8450e Triple-Core,1134,C
Intel Pentium N3520,1134,C
AMD A8-7050,1129,C
AMD Phenom II X2 B53,1126,C
Intel Celeron N3350,1126,C
Intel Core i3-370M,1126,C
AMD E2-3800 APU,1124,C
MediaTek MT6750T,1123,C
AMD A6-5345M APU,1122,C
AMD E2-6110 APU,1121,C
Intel Core2 Duo E8135,1119,C
Intel Xeon L5320,1118,C
Intel Pentium A1018,1117,C
AMD A6-1450 APU,1117,C
AMD Phenom II P840 Triple-Core,1116,C
MediaTek MT6762G,1116,C
Intel Celeron G1820TE,1115,C
AMD Phenom 8250 Triple-Core,1114,C
AMD Athlon II X2 260,1113,C
Intel Celeron G540,1110,C
Intel Core2 Duo P9700,1109,C
AMD Phenom II X2 545,1107,C
AMD Opteron 2220,1106,C
AMD Athlon II X2 210e,1105,C
Intel Celeron G550T,1102,C
ARM Cortex-A72 6 Core 1416 MHz,1101,C
AMD Phenom II X2 B57,1099,C
Intel Celeron G530,1096,C
Intel Xeon 3075,1096,C
AMD A4-3420 APU,1094,C
AMD PRO A4-4350B,1093,C
Intel Core2 Extreme X7900,1093,C
Intel Celeron 2002E,1091,C
Intel Pentium B970,1091,C
Intel Core i7-640UM,1090,C
Intel Core2 Duo E7500,1090,C
AMD Opteron 1222,1089,C
MT6795,1088,C
Intel Celeron G1101,1086,C
Qualcomm MSM 8939 HUAWEI TEXAS-A1,1085,C
15/70,1085,C
AMD Phenom 8250e Triple-Core,1084,C
AMD Athlon II X2 250,1083,C
AMD Phenom 8400 Triple-Core,1079,C
MT8173,1077,C
AMD Athlon II X2 245e,1075,C
ARM Cortex-A72 4 Core 2300 MHz,1075,C
Intel Celeron 1005M,1074,C
AMD Athlon II X2 B24,1073,C
Intel Pentium E6500,1073,C
Intel Pentium E6600,1072,C
Samsung EXYNOS5433,1072,C
Intel Xeon 3085,1070,C
MT6755BM,1070,C
Intel Core2 Duo P9600,1069,C
AMD Phenom II P820 Triple-Core,1068,C
MediaTek MT6750V/WT,1068,C
AMD A4-3400 APU,1066,C
AMD GX-412HC,1065,C
Qualcomm MSM 8939 HUAWEI KIW-L24,1065,C
Intel Pentium B980,1064,C
Intel Core2 Duo E8200,1064,C
AMD Phenom X4 Quad-Core GS-6560,1063,C
AMD A6-9200,1062,C
Intel Core i3-350M,1062,C
Intel Pentium G6950,1061,C
AMD Athlon II X2 4400e,1059,C
Rockchip RK3566 BOX DEMO V10 ANDROID Board,1058,C
AMD Embedded G-Series GX-215JJ Radeon R2E,1057,C
Intel Celeron 2980U,1056,C
Intel Celeron G530T,1056,C
MT6592T,1056,C
Intel Xeon W3503,1052,C
Intel Core2 Duo T9600,1051,C
AMD Athlon II X2 235e,1049,C
Intel Core i7-680UM,1046,C
MT8783,1039,C
AMD GX-222GC SOC,1038,C
Intel Atom E3845,1038,C
AMD Athlon 7850 Dual-Core,1037,C
AMD Opteron 1220,1036,C
AMD Athlon II X2 B22,1036,C
AMD Opteron 2218,1036,C
Intel Celeron N2940,1035,C
Qualcomm MSM 8939 HUAWEI KIW-L21,1035,C
Intel Core2 Duo E8300,1034,C
Intel Pentium G630T,1029,C
Intel Celeron U1900,1028,C
AMD A6 PRO-7050B APU,1027,C
Intel Celeron 1000M,1026,C
AMD A6-4400M APU,1026,C
Intel Xeon 3070,1025,C
AMD Athlon II X2 220,1024,C
AMD Phenom II N660 Dual-Core,1024,C
AMD Athlon II X2 245,1022,C
ARM Cortex-A57 8 Core 1500 MHz,1022,C
Intel Pentium 2127U,1018,C
Intel Pentium 3556U,1017,C
Intel Pentium E5700,1017,C
"Qualcomm Technologies, Inc MSM8937",1017,C
Intel Core2 Duo T9500,1016,C
Intel Pentium J2850,1016,C
AMD Turion II Ultra Dual-Core Mobile M640,1016,C
Intel Core i5-560UM,1015,C
AMD Athlon X2 240e,1015,C
Qualcomm MSM8939,1013,C
Intel Core2 Duo E6700,1012,C
AMD Turion II Ultra Dual-Core Mobile M660,1011,C
AMD A6-7000,1010,C
Intel Core2 Duo E6750,1010,C
Intel Pentium E5500,1010,C
AMD Phenom X2 Dual-Core GE-7060,1010,C
MT8168B,1008,C
Pentium Dual-Core T4500,1008,C
MediaTek MT6762V/CA,1006,C
Intel Core i3-3229Y,1004,C
Intel Pentium 3558U,1004,C
AMD A4 Micro-6400T APU,1004,C
Intel Celeron N2930,1003,C
Intel Core i5-540UM,1002,C
Intel Pentium E6300,1000,C
Intel Pentium 2117U,998,C
Intel Core i3-330M,997,C
AMD Athlon X2 215,996,C
Intel Core2 Duo E8235,995,C
AMD Athlon X2 250,993,C
Intel Celeron 2981U,991,C
AMD E2-9010,991,C
AMD Phenom II N620 Dual-Core,990,C
AMD Athlon II X2 4300e,990,C
Nvidia Tegra T132,990,C
Intel Pentium Extreme Edition 965,987,C
Intel Atom x5-E8000,985,C
Intel Pentium B950,984,C
ARM ARMv7 rev 3 (v7l) 4 Core 2065 MHz,984,C
MT6755V/WM,981,C
AMD Athlon II X2 240e,980,C
Intel Core2 Duo E7400,980,C
AMD Opteron 1218 HE,979,C
tn8,979,C
MT8768WD,979,C
MediaTek MT6750,977,C
AMD Phenom X3 8550,976,C
Intel Core i3-2340UE,976,C
Intel Core2 Duo T7800,976,C
Qualcomm MSM8937,973,C
AMD Athlon 64 FX-74,972,C
AMD A4-3300 APU,971,C
AMD A4-4300M APU,971,C
Intel Celeron 1037U,969,C
MT6795M,968,C
AMD Athlon 64 X2 Dual Core 6400+,967,C
AMD Phenom II N640 Dual-Core,965,C
Intel Core i7-620UM,964,C
Intel Core2 Duo E7300,964,C
Intel Xeon 5160,963,C
Intel Atom C2538,960,C
AMD Athlon II X2 215,959,C
Intel Core2 Duo P9500,959,C
AMD E2-9000,958,C
Unisoc ums312,958,C
AMD Opteron 285,956,C
Intel Core2 Duo P8700,956,C
AMD A6-9220e,956,C
MT6750V/CS,955,C
AMD R-260H APU,954,C
AMD E2-3200 APU,953,C
AMD Opteron 290,952,C
AMD Athlon 7750 Dual-Core,951,C
Samsung J7 Max LTE SWA board based on MT6757V/WL,950,C
Intel Core2 Duo SP9400,948,C
Intel Core2 Duo E7200,947,C
ARM Cortex-A57 4 Core 1479 MHz,947,C
VIA Eden X4 C4250 @ 1.2+GHz,944,C
AMD Athlon 64 FX-62 Dual Core,943,C
Intel Celeron J1850,942,C
Intel Core2 Duo T9400,941,C
Intel Core2 Duo P8800,940,C
Intel Core2 Duo T9300,940,C
Octa Core,940,C
Intel Xeon 3060,939,C
AMD Athlon X2 255,938,C
Intel Core2 Duo T9550,937,C
Intel Pentium E5400,936,C
AMD Athlon II X2 240,935,C
Intel Celeron E3500,935,C
AMD Phenom II P650 Dual-Core,933,C
AMD Sempron X2 198 Dual-Core,930,C
Intel Celeron B840,930,C
Intel Xeon L3406,928,C
AMD Athlon 64 X2 Dual Core 5600+,923,C
AMD Turion II Ultra Dual-Core Mobile M600,923,C
AMD E2-9030,922,C
AMD Athlon X2 240,921,C
AMD Athlon 64 X2 Dual Core 6000+,919,C
Intel Celeron 3205U,918,C
Intel Celeron N2920,918,C
MediaTek MT6753,916,C
Intel Xeon 5148,912,C
AMD Turion II Dual-Core Mobile M540,912,C
AMD Athlon 64 X2 Dual Core 5400+,910,C
AMD Opteron 1218,910,C
Intel Pentium B960,910,C
"Qualcomm Technologies, Inc SDM429",910,C
AMD Opteron 2220 SE,909,C
Intel Core2 Duo P9300,909,C
Rockchip RK3566 RK817 TABLET LP4X Board,909,C
Intel Atom x5-Z8350,909,C
MediaTek MT8166B,907,C
Intel Core2 Duo T8300,906,C
Intel Pentium E5300,906,C
Intel Core i5-520UM,902,C
"Qualcomm Technologies, Inc MSM8940",902,C
Intel Core2 Duo E6600,901,C
Intel Xeon 3.73GHz,901,C
AMD A4-9120e,899,C
AMD Athlon II N370 Dual-Core,899,C
Intel Pentium G620T,896,C
Intel Core i3-2375M,894,C
AMD A4-9120C,894,C
UGOOS UT8 Board,894,C
Intel Core2 Duo L9600,892,C
"Qualcomm Technologies, Inc MSM8994",890,C
Samsung Exynos 7870,890,C
Intel Celeron 1017U,888,C
Intel Xeon 5133,887,C
AMD Turion II P540 Dual-Core,884,C
AMD Phenom X2 Dual-Core GP-7730,884,C
ARM FT-2000/4 4 Core 2200 MHz,881,C
AMD Sempron X2 190,879,C
Intel Atom x5-E3930,878,C
Intel Pentium N3510,878,C
Samsung Exynos 7580,878,C
AMD Turion II N550 Dual-Core,877,C
Athlon 64 Dual Core 5600+,875,C
Intel Core2 Duo E6550,875,C
AMD Athlon 5200 Dual-Core,869,C
Intel Core2 Duo P7550,868,C
AMD Athlon II X2 4450e,867,C
Intel Pentium E5200,867,C
Intel Xeon 3065,867,C
Intel Celeron P4600,862,C
AMD Turion 64 X2 Mobile TL-68,861,C
Intel Celeron E3200,860,C
AMD Athlon 7550 Dual-Core,859,C
Intel Xeon 5140,857,C
MT6762V/CR,857,C
MT8161AA,857,C
AMD Turion II N530 Dual-Core,855,C
Intel Core2 Duo P8600,853,C
ARM Cortex-A72 4 Core 1800 MHz,853,C
SAMSUNG Exynos7580,851,C
Intel Pentium P6100,850,C
Athlon 64 Dual Core 5000+,850,C
Intel Pentium 3560Y,849,C
Intel Pentium P6200,847,C
MT6761V/CBB,846,C
Intel Core i3-2377M,845,C
MT9950,845,C
Rockchip RK3566 EVB2 LP4X V10 Board,843,C
Intel Celeron 2957U,841,C
Intel Xeon 3050,841,C
AMD TurionX2 Ultra DualCore Mobile ZM-85,841,C
Intel Xeon 5150,840,C
AMD Opteron 275,839,C
Intel Xeon E5205,838,C
Intel Xeon E5502,837,C
Intel Celeron E3300,837,C
Intel Atom Z3580,837,C
Intel Core i5-430UM,836,C
AMD Athlon Dual Core 5000B,835,C
AMD Athlon 5000 Dual-Core,835,C
Intel Celeron 2955U,835,C
Intel Pentium P6300,834,C
BCM2711,834,C
Intel Core i3-2367M,832,C
Intel Pentium B940,832,C
AMD E2-9000e,832,C
AMD Turion II Dual-Core Mobile M520,830,C
Intel Core2 Duo E4600,829,C
Intel Celeron E3400,829,C
Intel Core2 Duo P8400,827,C
AMD Athlon Dual Core 5400B,826,C
AMD Sempron X2 180,826,C
Intel Core2 Duo T7700,825,C
Intel Core i3-2357M,824,C
Intel Core2 Duo T7500,823,C
Intel Core2 Extreme X6800,823,C
Intel Atom x5-Z8330,822,C
"Qualcomm Technologies, Inc MSM8939",819,C
DO-Regular,819,C
Intel Atom x5-Z8300,819,C
AMD A4-4355M APU,818,C
AMD Turion II P560 Dual-Core,818,C
Intel Celeron P4500,816,C
Intel Core i3-2365M,815,C
AMD Turion II Ultra Dual-Core Mobile M620,814,C
AMD Athlon 64 X2 Dual Core 5200+,812,C
Intel Celeron B830,812,C
Intel Core2 Duo E4700,811,C
MT8165,810,C
Intel Core2 Duo E6540,808,C
MT8766B,808,C
AMD Opteron 1214 HE,806,C
Intel Atom Z3735G,806,C
Qualcomm MSM8994,805,C
Intel Xeon E5503,804,C
"Qualcomm Technologies, Inc MSM8952",804,C
ARM Cortex-A72 4 Core 2200 MHz,804,C
AMD Athlon64 X2 Dual Core 4600+,803,C
MT8161A,800,C
Intel Celeron 1007U,798,C
AMD Athlon 64 X2 Dual Core 5800+,797,C
AMD Athlon Dual Core 5200B,796,C
hi6210sft,796,C
AMD A6-4455M APU,795,C
Intel Xeon 5130,795,C
Rockchip RK3566 RK817 ZIDOO TABLET LP4X Board,795,C
Intel Atom Z3775D,794,C
Intel Pentium E2220,793,C
Intel Pentium T4500,793,C
AMD Turion X2 Ultra Dual-Core Mobile ZM-84,793,C
ARM Neoverse-N1 1 Core 0 MHz,791,C
Intel Core2 Duo P7370,790,C
AMD Turion II P520 Dual-Core,790,C
AMD Athlon 7450 Dual-Core,789,C
Intel Pentium 997,789,C
Intel Xeon 3040,789,C
Intel Celeron B820,789,C
MT6761V/CD,784,C
"Qualcomm Technologies, Inc MSM8992",782,C
AMD Opteron 1216,781,C
MT6750V/W,779,C
Intel Celeron B810,775,C
VIA QuadCore L4700 @ 1.2+ GHz,773,C
Intel Core2 Duo E6400,772,C
AMD Opteron 1212 HE,771,C
Intel Pentium T4300,771,C
Intel Core2 Duo T7600,770,C
Intel Core2 Duo P7570,770,C
Athlon Dual Core 4850e,769,C
AMD A4-3310MX APU,769,C
MT6761V/WAB,769,C
AMD Athlon II N350 Dual-Core,767,C
AMD Opteron 280,765,C
Intel Pentium P6000,765,C
Intel Xeon 5120,763,C
AMD GX-217GA SOC,762,C
Intel Pentium T4400,762,C
AMD Opteron 270,761,C
Intel Core2 Duo T6600,761,C
Intel Atom Z3735D,761,C
"rockchip,rk3328",761,C
AMD Athlon 64 X2 Dual Core 5000+,760,C
AMD Turion II Dual-Core Mobile M500,760,C
MT6797D,758,C
Intel Core2 Duo T6670,756,C
Intel Core i5-470UM,755,C
