canonical_name,cpu_name_normal,manufacturer,benchmark_score,cores,tdp,socket,category
AMD EPYC 7513,EPYC 7513,AMD,59732,32,200.0,SP3,Server
AMD EPYC 7443P,EPYC 7443P,AMD,57666,24,200.0,SP3,Server
AMD EPYC 7542,EPYC 7542,AMD,56728,32,225.0,SP3,Server
AMD EPYC 7543,EPYC 7543,AMD,56562,32,240.0,SP3,Server
AMD EPYC 7532,EPYC 7532,AMD,55358,32,200.0,SP3,Server
AMD Ryzen Threadripper 3960X,Ryzen Threadripper 3960X,AMD,54757,24,280.0,sTRX4,Desktop
Intel Xeon Platinum 8358,Xeon Platinum 8358,Intel,54416,32,250.0,FCLGA4189,Server
AMD EPYC 7453,EPYC 7453,AMD,53511,28,225.0,SP3,Server
Intel Xeon Gold 6348,Xeon Gold 6348,Intel,53112,28,235.0,FCLGA4189,Server
Intel Xeon Platinum 8375C,Xeon Platinum 8375C,Intel,51836,32,300.0,FCLGA4189,Server
AMD Ryzen Threadripper PRO 5955WX,Ryzen Threadripper PRO 5955WX,AMD,51656,16,280.0,sWRX8,Desktop
AMD EPYC 7402,EPYC 7402,AMD,51368,24,180.0,SP3,Server
Intel Xeon Platinum 8347C,Xeon Platinum 8347C,Intel,49386,36,210.0,LGA4189,Server
AMD EPYC 7502,EPYC 7502,AMD,49177,32,180.0,SP3,Server
AMD EPYC 7502P,EPYC 7502P,AMD,48995,32,180.0,SP3,Server
Intel Xeon Gold 6342,Xeon Gold 6342,Intel,48330,24,230.0,FCLGA4189,Server
AMD EPYC 7413,EPYC 7413,AMD,46295,24,180.0,SP3,Server
AMD Ryzen 9 5950X,Ryzen 9 5950X,AMD,46195,16,105.0,AM4,Desktop
AMD EPYC 73F3,EPYC 73F3,AMD,46085,16,240.0,SP3,Server
AMD EPYC 7343,EPYC 7343,AMD,45882,16,190.0,SP3,Server
AMD EPYC 7713P,EPYC 7713P,AMD,45860,64,225.0,SP3,Server
Intel Xeon Gold 6336Y,Xeon Gold 6336Y,Intel,45517,24,185.0,FCLGA4189,Server
Intel Core i9-12900KS,i9 12900KS,Intel,44243,8,150.0,LGA 1700,Desktop
Intel Xeon Gold 6312U,Xeon Gold 6312U,Intel,43745,24,185.0,FCLGA4189,Server
Intel Xeon Gold 6330,Xeon Gold 6330,Intel,43056,28,205.0,FCLGA4189,Server
AMD EPYC 7601,EPYC 7601,AMD,42244,32,180.0,SP3,Server
AMD EPYC 7452,EPYC 7452,AMD,41871,32,155.0,SP3,Server
AMD EPYC 7402P,EPYC 7402P,AMD,41741,24,180.0,SP3,Server
AMD Ryzen Threadripper PRO 5945WX,Ryzen Threadripper PRO 5945WX,AMD,41578,12,280.0,sWRX8,Desktop
Intel Xeon Gold 6354,Xeon Gold 6354,Intel,41434,18,205.0,FCLGA4189,Server
Apple M1 Ultra 20 Core,M1 Ultra 20 Core,Intel,41360,16,60.0,unknown,Desktop
Intel Core i9-12900KF,i9 12900KF,Intel,41163,8,241.0,FCLGA1700,Desktop
Intel Core i9-12900K,i9 12900K,Intel,41077,8,241.0,FCLGA1700,Desktop
AMD EPYC 7F52,EPYC 7F52,AMD,40951,16,240.0,SP3,Server
AMD EPYC 7313P,EPYC 7313P,AMD,40879,16,155.0,SP3,Server
Intel Xeon Platinum 8275CL,Xeon Platinum 8275CL,Intel,40794,24,,unknown,Server
Intel Xeon W-3275M,Xeon W 3275M,Intel,40767,28,205.0,FCLGA3647,Server
AMD EPYC 7313,EPYC 7313,AMD,40575,16,155.0,SP3,Server
AMD EPYC 7352,EPYC 7352,AMD,40472,24,155.0,SP3,Server
AMD Ryzen Threadripper PRO 3955WX,Ryzen Threadripper PRO 3955WX,AMD,40225,16,280.0,sWRX8,Desktop
Intel Xeon W-3265M,Xeon W 3265M,Intel,39620,24,205.0,FCLGA3647,"Desktop, Server"
AMD Ryzen 9 5900X,Ryzen 9 5900X,AMD,39457,12,105.0,AM4,Desktop
AMD Ryzen 9 3950X,Ryzen 9 3950X,AMD,39157,16,105.0,AM4,Desktop
Intel Xeon W-3335,Xeon W 3335,Intel,38944,16,250.0,FCLGA4189,Server
Intel Xeon Gold 6248R,Xeon Gold 6248R,Intel,38604,24,205.0,FCLGA3647,Server
Intel Core i9-12900,i9 12900,Intel,38281,8,65.0,FCLGA1700,Desktop
ARM Neoverse-N1 80 Core 3000 MHz,ARM Neoverse N1 80 Core 3000 MHz,Intel,38122,80,,unknown,Unknown
ARM Neoverse-N1 80 Core 0 MHz,ARM Neoverse N1 80 Core 0 MHz,Intel,37809,80,,unknown,Unknown
Intel Xeon Gold 6346,Xeon Gold 6346,Intel,37606,16,205.0,FCLGA4189,Server
Intel Xeon Platinum 8280,Xeon Platinum 8280,Intel,37575,28,205.0,FCLGA3647,Server
Intel Xeon Gold 6238R,Xeon Gold 6238R,Intel,37511,28,165.0,FCLGA3647,Server
Intel Xeon Silver 4316,Xeon Silver 4316,Intel,37264,20,150.0,FCLGA4189,Server
Intel Xeon W-3175X,Xeon W 3175X,Intel,37167,28,255.0,FCLGA3647,Desktop
Intel Core i9-12900F,i9 12900F,Intel,35726,8,65.0,FCLGA1700,Desktop
Intel Xeon Gold 6242R,Xeon Gold 6242R,Intel,35352,20,205.0,FCLGA3647,Server
Intel Xeon Gold 6326,Xeon Gold 6326,Intel,35328,16,185.0,FCLGA4189,Server
Intel Core i9-12900T,i9 12900T,Intel,34999,8,35.0,FCLGA1700,Desktop
AMD Ryzen 9 5900,Ryzen 9 5900,AMD,34721,12,65.0,AM4,Desktop
Intel Core i7-12700K,i7 12700K,Intel,34125,8,190.0,FCLGA1700,Desktop
Intel Core i7-12700KF,i7 12700KF,Intel,34110,8,190.0,FCLGA1700,Desktop
Intel Xeon Platinum 8260M,Xeon Platinum 8260M,Intel,33970,24,165.0,LGA3647,Server
Intel Xeon D-2799,Xeon D 2799,Intel,33792,20,129.0,FCBGA2579,Server
AMD Ryzen Threadripper PRO 3945WX,Ryzen Threadripper PRO 3945WX,AMD,33417,12,280.0,sWRX8,Desktop
