canonical_name,cpu_name_normal,manufacturer,benchmark_score,cores,tdp,socket,category
Intel Core2 Duo T5200,Core2 Duo T5200,Intel,438,2,34.0,Socket M,Laptop
AMD Turion 64 X2 Mobile TL-50,Turion 64 X2 Mobile TL 50,AMD,436,2,31.0,S1,Laptop
"Qualcomm Technologies, Inc MSM8920","Qualcomm Technologies, Inc MSM8920",Unknown,436,4,,unknown,Mobile/Embedded
MT8161P,MT8161P,Unknown,434,4,,unknown,Mobile/Embedded
Intel Atom D2560,Atom D2560,Intel,433,2,10.0,unknown,Desktop
AMD A4-1250 APU,A4 1250 APU,AMD,432,2,8.0,FT3,Laptop
MediaTek MT6737,MediaTek MT6737,Unknown,432,4,,unknown,Mobile/Embedded
AMD Turion Neo X2 Dual Core L625,Turion Neo X2 Dual Core L625,Intel,431,2,18.0,ASB1,Laptop
AMD Athlon LE-1640,Athlon LE 1640,AMD,430,1,45.0,AM2,Desktop
Intel Atom N2800,Atom N2800,Intel,429,2,6.5,BGA559,Laptop
AMD Opteron 152,Opteron 152,AMD,428,1,104.0,939,Server
